HS,6013100200,ACCORDIONS,NA,AIMABLE
HS,64101900,ACCOUNT BASED CREDIT PRODUCTS,NA,AIMABLE
HS,84110000,ACCOUNTING AND BOOKKEEPING SERVICES,NA,AIMABLE
HS,14111808,ACCOUNTING FORMS OR ACCOUNTING BOOKS,NA,AIMABLE
HS,1411180800,ACCOUNTING FORMS OR ACCOUNTING BOOKS,NA,AIMABLE
HS,44101803,ACCOUNTING MACHINES,NA,AIMABLE
HS,4410180300,ACCOUNTING MACHINES,NA,AIMABLE
HS,84111500,ACCOUNTING SERVICES,NA,AIMABLE
HS,27131510,ACCUMULATOR BLADDERS OR BAGS,NA,AIMABLE
HS,2713151000,ACCUMULATOR BLADDERS OR BAGS,NA,AIMABLE
HS,51381701,ACETAMINOPHEN OR PARACETAMOL,NA,AIMABLE
HS,5138170100,ACETAMINOPHEN OR PARACETAMOL,NA,AIMABLE
HS,11151501,ACETATE FIBERS,NA,AIMABLE
HS,1115150100,ACETATE FIBERS,NA,AIMABLE
HS,13111203,ACETATE FILMS,NA,AIMABLE
HS,1311120300,ACETATE FILMS,NA,AIMABLE
HS,51192303,ACETATE/CALCIUM/CHLORIDE/GLUCONATE/MAGNESIUM/POTASSIUM/SODIUM/SUGAR,NA,AIMABLE
HS,5119230300,ACETATE/CALCIUM/CHLORIDE/GLUCONATE/MAGNESIUM/POTASSIUM/SODIUM/SUGAR,NA,AIMABLE
HS,51141501,ACETAZOLAMIDE,NA,AIMABLE
HS,5114150100,ACETAZOLAMIDE,NA,AIMABLE
HS,51471602,ACETIC ACID,NA,AIMABLE
HS,5147160200,ACETIC ACID,NA,AIMABLE
HS,51473016,ACETONE OR ALCOHOL BASED ANTISEPTICS,NA,AIMABLE
HS,5147301600,ACETONE OR ALCOHOL BASED ANTISEPTICS,NA,AIMABLE
HS,51143103,ACETYLSALICYLIC ACID OR ASPIRIN,NA,AIMABLE
HS,5114310300,ACETYLSALICYLIC ACID OR ASPIRIN,NA,AIMABLE
HS,51342309,ACICLOVIR OR ACYCLOVIR,NA,AIMABLE
HS,5134230900,ACICLOVIR OR ACYCLOVIR,NA,AIMABLE
HS,12171511,ACID DYE,NA,AIMABLE
HS,1217151100,ACID DYE,NA,AIMABLE
HS,31371204,ACID OR ALKALI RESISTANT CASTABLE,NA,AIMABLE
HS,3137120400,ACID OR ALKALI RESISTANT CASTABLE,NA,AIMABLE
HS,41113301,ACID OR BASE ANALYZERS,NA,AIMABLE
HS,4111330100,ACID OR BASE ANALYZERS,NA,AIMABLE
HS,31371103,ACID RESISTANT BRICKS,NA,AIMABLE
HS,3137110300,ACID RESISTANT BRICKS,NA,AIMABLE
HS,20121000,ACIDIZING EQUIPMENT,NA,AIMABLE
HS,30161601,ACOUSTIC CEILING TILES,NA,AIMABLE
HS,3016160100,ACOUSTIC CEILING TILES,NA,AIMABLE
HS,71112121,ACOUSTIC CEMENT BOND RATIO LOGGING SERVICES,NA,AIMABLE
HS,7111212100,ACOUSTIC CEMENT BOND RATIO LOGGING SERVICES,NA,AIMABLE
HS,41111939,ACOUSTIC SENSORS,NA,AIMABLE
HS,4111193900,ACOUSTIC SENSORS,NA,AIMABLE
HS,41115505,ACOUSTIC TESTING ROOMS,NA,AIMABLE
HS,4111550500,ACOUSTIC TESTING ROOMS,NA,AIMABLE
HS,72152100,ACOUSTICAL AND INSULATION SERVICES,NA,AIMABLE
HS,30141601,ACOUSTICAL INSULATION,NA,AIMABLE
HS,3014160100,ACOUSTICAL INSULATION,NA,AIMABLE
HS,31261700,ACOUSTICAL OR NOISE CONTROL HOUSINGS OR ENCLOSURES,NA,AIMABLE
HS,11151504,ACRYLIC FIBERS,NA,AIMABLE
HS,1115150400,ACRYLIC FIBERS,NA,AIMABLE
HS,31211508,ACRYLIC PAINTS,NA,AIMABLE
HS,3121150800,ACRYLIC PAINTS,NA,AIMABLE
HS,13111064,ACRYLIC RESINS,NA,AIMABLE
HS,1311106400,ACRYLIC RESINS,NA,AIMABLE
HS,11151704,ACRYLIC YARN,NA,AIMABLE
HS,1115170400,ACRYLIC YARN,NA,AIMABLE
HS,13111004,ACRYLONITRILE BUTADIENE STYRENE RESIN,NA,AIMABLE
HS,1311100400,ACRYLONITRILE BUTADIENE STYRENE RESIN,NA,AIMABLE
HS,51282000,ACTINOMYCINES AND BACITRACINS AND CHLORAMPHENICOLS AND CYCLIC PEPTIDE ANTIBACTERIALS AND GLYCYLCYCLINES,NA,AIMABLE
HS,11101522,ACTIVATED CARBON,NA,AIMABLE
HS,1110152200,ACTIVATED CARBON,NA,AIMABLE
HS,47101501,ACTIVATED CARBON EQUIPMENT,NA,AIMABLE
HS,4710150100,ACTIVATED CARBON EQUIPMENT,NA,AIMABLE
HS,51172311,ACTIVATED CARBON OR ACTIVATED CHARCOAL FOR MEDICAL USE,NA,AIMABLE
HS,5117231100,ACTIVATED CARBON OR ACTIVATED CHARCOAL FOR MEDICAL USE,NA,AIMABLE
HS,60141200,ACTIVE PLAY EQUIPMENT AND ACCESSORIES,NA,AIMABLE
HS,12191602,ACTIVE SOLVENTS,NA,AIMABLE
HS,1219160200,ACTIVE SOLVENTS,NA,AIMABLE
HS,60102402,ACTIVITY OR RESOURCE BOOKS FOR WORKING WITH EARLY MATH MANIPULATIVES,NA,AIMABLE
HS,6010240200,ACTIVITY OR RESOURCE BOOKS FOR WORKING WITH EARLY MATH MANIPULATIVES,NA,AIMABLE
HS,56121501,ACTIVITY TABLES,NA,AIMABLE
HS,5612150100,ACTIVITY TABLES,NA,AIMABLE
HS,31251500,ACTUATORS,NA,AIMABLE
HS,42144200,ACUPUNCTURE EQUIPMENT,NA,AIMABLE
HS,42181901,ACUTE CARE FETAL OR MATERNAL MONITORING UNITS OR ACCESSORIES,NA,AIMABLE
HS,4218190100,ACUTE CARE FETAL OR MATERNAL MONITORING UNITS OR ACCESSORIES,NA,AIMABLE
HS,42181900,ACUTE CARE MONITORING UNITS AND RELATED PRODUCTS,NA,AIMABLE
HS,42211701,ADAPTIVE COMMUNICATION SWITCHES FOR THE PHYSICALLY CHALLENGED,NA,AIMABLE
HS,4221170100,ADAPTIVE COMMUNICATION SWITCHES FOR THE PHYSICALLY CHALLENGED,NA,AIMABLE
HS,41106401,ADAPTORS OR LINKERS,NA,AIMABLE
HS,4110640100,ADAPTORS OR LINKERS,NA,AIMABLE
HS,44101802,ADDING MACHINES,NA,AIMABLE
HS,4410180200,ADDING MACHINES,NA,AIMABLE
HS,12160000,ADDITIVES,NA,AIMABLE
HS,44102105,ADDRESSING MACHINES,NA,AIMABLE
HS,4410210500,ADDRESSING MACHINES,NA,AIMABLE
HS,42291622,ADENOTOMES,NA,AIMABLE
HS,4229162200,ADENOTOMES,NA,AIMABLE
HS,44121635,ADHESIVE TAPE SPINDLES,NA,AIMABLE
HS,4412163500,ADHESIVE TAPE SPINDLES,NA,AIMABLE
HS,31201600,ADHESIVES,NA,AIMABLE
HS,31200000,ADHESIVES AND SEALANTS,NA,AIMABLE
HS,32121503,ADJUSTABLE PRE SET CAPACITORS,NA,AIMABLE
HS,3212150300,ADJUSTABLE PRE SET CAPACITORS,NA,AIMABLE
HS,27111707,ADJUSTABLE WRENCHES,NA,AIMABLE
HS,2711170700,ADJUSTABLE WRENCHES,NA,AIMABLE
HS,80122100,ADMINISTRATIVE LAW SERVICES,NA,AIMABLE
HS,51391743,ADRENALIN OR ADRENALINE OR EPINEPHRINE,NA,AIMABLE
HS,5139174300,ADRENALIN OR ADRENALINE OR EPINEPHRINE,NA,AIMABLE
HS,51261500,ADRENERGIC BLOCKING AGENT AMIDES,NA,AIMABLE
HS,51261600,ADRENERGIC BLOCKING AGENT AMINES,NA,AIMABLE
HS,51261700,ADRENERGIC BLOCKING AGENT AMINO ALCOHOLS AND AMINOQUINOLINES AND BENZOPYRANS AND BRADYKININ/ANALOGS AND DERIVATIVES,NA,AIMABLE
HS,51261800,ADRENERGIC BLOCKING AGENT BENZOFURANS,NA,AIMABLE
HS,51262000,ADRENERGIC BLOCKING AGENT BUTYROPHENONES AND CARBAZOLES AND DIBENZAZEPINES AND DIMETHYLAMINES,NA,AIMABLE
HS,51262200,ADRENERGIC BLOCKING AGENT DIOXANES,NA,AIMABLE
HS,51262300,"ADRENERGIC BLOCKING AGENT ERGOLINES AND HETEROCYCLIC COMPOUNDS, 3-RING AND MORPHOLINES AND PYRIDAZINES",NA,AIMABLE
HS,51262400,ADRENERGIC BLOCKING AGENT ETHANOLAMINES,NA,AIMABLE
HS,51262500,ADRENERGIC BLOCKING AGENT GUANIDINES,NA,AIMABLE
HS,51262600,ADRENERGIC BLOCKING AGENT IMIDAZOLES,NA,AIMABLE
HS,51262700,ADRENERGIC BLOCKING AGENT IMIDAZOLINES,NA,AIMABLE
HS,51262100,ADRENERGIC BLOCKING AGENT INDOLES,NA,AIMABLE
HS,51263700,ADRENERGIC BLOCKING AGENT ISOQUINOLINES,NA,AIMABLE
HS,51263500,ADRENERGIC BLOCKING AGENT PHENETHYLAMINES AND QUINOLINES,NA,AIMABLE
HS,51262900,ADRENERGIC BLOCKING AGENT PHENOXYPROPANOLAMINES,NA,AIMABLE
HS,51263000,ADRENERGIC BLOCKING AGENT PIPERAZINES,NA,AIMABLE
HS,51263100,ADRENERGIC BLOCKING AGENT PROPANOLAMINES,NA,AIMABLE
HS,51263400,ADRENERGIC BLOCKING AGENT PYRIMIDINE NUCLEOSIDES AND QUATERNARY AMMONIUM COMPOUNDS AND SECOLOGANIN TRYPTAMINE ALKALOIDS AND SPIRO COMPOUNDS AND SULFONAMIDES,NA,AIMABLE
HS,51263600,ADRENERGIC BLOCKING AGENT QUINAZOLINES,NA,AIMABLE
HS,51260000,ADRENERGIC BLOCKING AGENTS,NA,AIMABLE
HS,51263300,"ADRENERGIC BLOCKING AGENTS, SYNTHESIZED",NA,AIMABLE
HS,23201100,ADSORPTION AND ION EXCHANGE,NA,AIMABLE
HS,53102306,ADULT DIAPERS,NA,AIMABLE
HS,5310230600,ADULT DIAPERS,NA,AIMABLE
HS,86111600,ADULT EDUCATION,NA,AIMABLE
HS,47101561,ADULTERATION TREATMENT EQUIPMENT,NA,AIMABLE
HS,4710156100,ADULTERATION TREATMENT EQUIPMENT,NA,AIMABLE
HS,82100000,ADVERTISING,NA,AIMABLE
HS,82101800,ADVERTISING AGENCY SERVICES,NA,AIMABLE
HS,55121901,ADVERTISING PILLARS,NA,AIMABLE
HS,5512190100,ADVERTISING PILLARS,NA,AIMABLE
HS,82101700,AERIAL ADVERTISING,NA,AIMABLE
HS,45121510,AERIAL CAMERAS,NA,AIMABLE
HS,4512151000,AERIAL CAMERAS,NA,AIMABLE
HS,22101800,AERIAL LIFTS,NA,AIMABLE
HS,49201500,AEROBIC TRAINING EQUIPMENT,NA,AIMABLE
HS,81171900,AEROBIOLOGICAL SCIENCE SERVICES,NA,AIMABLE
HS,81102300,AERONAUTICAL ENGINEERING,NA,AIMABLE
HS,41121602,AEROSOL BARRIER PIPETTE TIPS,NA,AIMABLE
HS,4112160200,AEROSOL BARRIER PIPETTE TIPS,NA,AIMABLE
HS,25201600,AEROSPACE LOCATION AND NAVIGATION SYSTEMS AND COMPONENTS,NA,AIMABLE
HS,25200000,AEROSPACE SYSTEMS AND COMPONENTS AND EQUIPMENT,NA,AIMABLE
HS,41105318,AGAROSE PREMADE GELS,NA,AIMABLE
HS,4110531800,AGAROSE PREMADE GELS,NA,AIMABLE
HS,51285400,A-GENERATIONAL CEPHALOSPORINS,NA,AIMABLE
HS,51190000,AGENTS AFFECTING WATER AND ELECTROLYTES,NA,AIMABLE
HS,22101629,AGGREGATE DRYER,NA,AIMABLE
HS,2210162900,AGGREGATE DRYER,NA,AIMABLE
HS,22101628,AGGREGATE WASHER,NA,AIMABLE
HS,2210162800,AGGREGATE WASHER,NA,AIMABLE
HS,30111800,AGGREGATES,NA,AIMABLE
HS,64131500,AGREEMENTS,NA,AIMABLE
HS,95122500,AGRICULTURAL AND FARMING AND FISHING BUILDINGS AND STRUCTURES,NA,AIMABLE
HS,21100000,AGRICULTURAL AND FORESTRY AND LANDSCAPE MACHINERY AND EQUIPMENT,NA,AIMABLE
HS,72121200,AGRICULTURAL BUILDING CONSTRUCTION SERVICES,NA,AIMABLE
HS,25131603,AGRICULTURAL HELICOPTERS,NA,AIMABLE
HS,2513160300,AGRICULTURAL HELICOPTERS,NA,AIMABLE
HS,95101900,AGRICULTURAL LAND,NA,AIMABLE
HS,21102000,AGRICULTURAL MACHINERY FOR CLEANING AND SORTING AND GRADING,NA,AIMABLE
HS,21101700,AGRICULTURAL MACHINERY FOR HARVESTING,NA,AIMABLE
HS,21101600,AGRICULTURAL MACHINERY FOR PLANTING AND SEEDING,NA,AIMABLE
HS,21101500,AGRICULTURAL MACHINERY FOR SOIL PREPARATION,NA,AIMABLE
HS,12162003,AGRICULTURAL OILS,NA,AIMABLE
HS,1216200300,AGRICULTURAL OILS,NA,AIMABLE
HS,21102100,AGRICULTURAL PROCESSING MACHINERY AND EQUIPMENT,NA,AIMABLE
HS,21102600,AGRICULTURAL PROTECTION MATERIALS,NA,AIMABLE
HS,21101507,AGRICULTURAL ROLLERS,NA,AIMABLE
HS,2110150700,AGRICULTURAL ROLLERS,NA,AIMABLE
HS,81171800,AGRICULTURAL SCIENCE SERVICES,NA,AIMABLE
HS,25101901,AGRICULTURAL TRACTORS,NA,AIMABLE
HS,2510190100,AGRICULTURAL TRACTORS,NA,AIMABLE
HS,86101500,AGRICULTURE AND FORESTRY AND OTHER NATURAL RESOURCES TRAINING SERVICES,NA,AIMABLE
HS,27112000,"AGRICULTURE, FORESTRY AND GARDEN HANDTOOLS",NA,AIMABLE
HS,84101600,AID FINANCING,NA,AIMABLE
HS,42301500,AIDS FOR MEDICAL TRAINING,NA,AIMABLE
HS,24101614,AIR BAGS FOR LOADING,NA,AIMABLE
HS,2410161400,AIR BAGS FOR LOADING,NA,AIMABLE
HS,78101500,AIR CARGO TRANSPORT,NA,AIMABLE
HS,39121615,AIR CIRCUIT BREAKERS,NA,AIMABLE
HS,3912161500,AIR CIRCUIT BREAKERS,NA,AIMABLE
HS,40101600,AIR CIRCULATION AND PARTS AND ACCESSORIES,NA,AIMABLE
HS,40101602,AIR CIRCULATORS,NA,AIMABLE
HS,4010160200,AIR CIRCULATORS,NA,AIMABLE
HS,40161602,AIR CLEANERS,NA,AIMABLE
HS,4016160200,AIR CLEANERS,NA,AIMABLE
HS,40101501,AIR COLLECTORS,NA,AIMABLE
HS,4010150100,AIR COLLECTORS,NA,AIMABLE
HS,40151601,AIR COMPRESSORS,NA,AIMABLE
HS,4015160100,AIR COMPRESSORS,NA,AIMABLE
HS,40101701,AIR CONDITIONERS,NA,AIMABLE
HS,4010170100,AIR CONDITIONERS,NA,AIMABLE
HS,24101714,AIR CONVEYORS,NA,AIMABLE
HS,2410171400,AIR CONVEYORS,NA,AIMABLE
HS,27131605,AIR CURTAIN,NA,AIMABLE
HS,2713160500,AIR CURTAIN,NA,AIMABLE
HS,47101544,AIR DIFFUSER FOR SEWAGE TREATMENT,NA,AIMABLE
HS,4710154400,AIR DIFFUSER FOR SEWAGE TREATMENT,NA,AIMABLE
HS,40101505,AIR DIFFUSERS,NA,AIMABLE
HS,4010150500,AIR DIFFUSERS,NA,AIMABLE
HS,23201202,AIR DRYERS,NA,AIMABLE
HS,2320120200,AIR DRYERS,NA,AIMABLE
HS,42171601,AIR EVACUATION STRETCHERS OR ACCESSORIES,NA,AIMABLE
HS,4217160100,AIR EVACUATION STRETCHERS OR ACCESSORIES,NA,AIMABLE
HS,40101502,AIR EXHAUSTERS,NA,AIMABLE
HS,4010150200,AIR EXHAUSTERS,NA,AIMABLE
HS,40161505,AIR FILTERS,NA,AIMABLE
HS,4016150500,AIR FILTERS,NA,AIMABLE
HS,27131600,AIR FITTINGS AND CONNECTORS,NA,AIMABLE
HS,47101542,AIR FLOTATION EQUIPMENT,NA,AIMABLE
HS,4710154200,AIR FLOTATION EQUIPMENT,NA,AIMABLE
HS,47131812,AIR FRESHENER,NA,AIMABLE
HS,4713181200,AIR FRESHENER,NA,AIMABLE
HS,47131706,AIR FRESHENER DISPENSERS,NA,AIMABLE
HS,4713170600,AIR FRESHENER DISPENSERS,NA,AIMABLE
HS,40101709,AIR HANDLING UNIT,NA,AIMABLE
HS,4010170900,AIR HANDLING UNIT,NA,AIMABLE
HS,40151572,AIR LIFT PUMP,NA,AIMABLE
HS,4015157200,AIR LIFT PUMP,NA,AIMABLE
HS,24111802,AIR OR GAS TANKS OR CYLINDERS,NA,AIMABLE
HS,2411180200,AIR OR GAS TANKS OR CYLINDERS,NA,AIMABLE
HS,26112101,AIR OR PNEUMATIC BRAKING SYSTEMS,NA,AIMABLE
HS,2611210100,AIR OR PNEUMATIC BRAKING SYSTEMS,NA,AIMABLE
HS,77121500,AIR POLLUTION,NA,AIMABLE
HS,77121503,AIR POLLUTION PROTECTION SERVICES,NA,AIMABLE
HS,7712150300,AIR POLLUTION PROTECTION SERVICES,NA,AIMABLE
HS,40151501,AIR PUMPS,NA,AIMABLE
HS,4015150100,AIR PUMPS,NA,AIMABLE
HS,77121501,AIR QUALITY MANAGEMENT,NA,AIMABLE
HS,7712150100,AIR QUALITY MANAGEMENT,NA,AIMABLE
HS,41104008,AIR SAMPLERS OR COLLECTORS,NA,AIMABLE
HS,4110400800,AIR SAMPLERS OR COLLECTORS,NA,AIMABLE
HS,30171522,AIR TIGHT DOOR,NA,AIMABLE
HS,3017152200,AIR TIGHT DOOR,NA,AIMABLE
HS,25191500,AIR TRANSPORTATION SUPPORT SYSTEMS AND EQUIPMENT,NA,AIMABLE
HS,25172101,AIRBAGS,NA,AIMABLE
HS,2517210100,AIRBAGS,NA,AIMABLE
HS,25130000,AIRCRAFT,NA,AIMABLE
HS,25202700,AIRCRAFT ACCUMULATORS,NA,AIMABLE
HS,25201509,AIRCRAFT AILERONS,NA,AIMABLE
HS,2520150900,AIRCRAFT AILERONS,NA,AIMABLE
HS,25202206,AIRCRAFT ANTI SKID CONTROLS,NA,AIMABLE
HS,2520220600,AIRCRAFT ANTI SKID CONTROLS,NA,AIMABLE
HS,25202201,AIRCRAFT BRAKING SYSTEMS,NA,AIMABLE
HS,2520220100,AIRCRAFT BRAKING SYSTEMS,NA,AIMABLE
HS,25201504,AIRCRAFT CANARDS,NA,AIMABLE
HS,2520150400,AIRCRAFT CANARDS,NA,AIMABLE
HS,25201516,AIRCRAFT CANOPIES,NA,AIMABLE
HS,2520151600,AIRCRAFT CANOPIES,NA,AIMABLE
HS,25191505,AIRCRAFT CARGO HANDLING EQUIPMENT,NA,AIMABLE
HS,2519150500,AIRCRAFT CARGO HANDLING EQUIPMENT,NA,AIMABLE
HS,25111702,AIRCRAFT CARRIERS,NA,AIMABLE
HS,2511170200,AIRCRAFT CARRIERS,NA,AIMABLE
HS,25202604,AIRCRAFT COOLING FANS,NA,AIMABLE
HS,2520260400,AIRCRAFT COOLING FANS,NA,AIMABLE
HS,25202603,AIRCRAFT COOLING TURBINES,NA,AIMABLE
HS,2520260300,AIRCRAFT COOLING TURBINES,NA,AIMABLE
HS,25191507,AIRCRAFT DEICING EQUIPMENT,NA,AIMABLE
HS,2519150700,AIRCRAFT DEICING EQUIPMENT,NA,AIMABLE
HS,25202506,AIRCRAFT DOORS,NA,AIMABLE
HS,2520250600,AIRCRAFT DOORS,NA,AIMABLE
HS,25202202,AIRCRAFT DRAG CHUTES,NA,AIMABLE
HS,2520220200,AIRCRAFT DRAG CHUTES,NA,AIMABLE
HS,25201508,AIRCRAFT ELEVATORS,NA,AIMABLE
HS,2520150800,AIRCRAFT ELEVATORS,NA,AIMABLE
HS,25201900,AIRCRAFT EMERGENCY SYSTEMS,NA,AIMABLE
HS,25202601,AIRCRAFT ENVIRONMENT CONTROLLERS,NA,AIMABLE
HS,2520260100,AIRCRAFT ENVIRONMENT CONTROLLERS,NA,AIMABLE
HS,25202602,AIRCRAFT ENVIRONMENT REGULATORS,NA,AIMABLE
HS,2520260200,AIRCRAFT ENVIRONMENT REGULATORS,NA,AIMABLE
HS,25202600,AIRCRAFT ENVIRONMENTAL CONTROL SYSTEMS AND COMPONENTS,NA,AIMABLE
HS,25202500,AIRCRAFT EQUIPMENT,NA,AIMABLE
HS,25201902,AIRCRAFT ESCAPE OR EJECTION SYSTEMS,NA,AIMABLE
HS,2520190200,AIRCRAFT ESCAPE OR EJECTION SYSTEMS,NA,AIMABLE
HS,25201502,AIRCRAFT FINS,NA,AIMABLE
HS,2520150200,AIRCRAFT FINS,NA,AIMABLE
HS,25201901,AIRCRAFT FIRE CONTROL OR EXTINGUISHING SYSTEMS,NA,AIMABLE
HS,2520190100,AIRCRAFT FIRE CONTROL OR EXTINGUISHING SYSTEMS,NA,AIMABLE
HS,25201506,AIRCRAFT FLAPS OR FLAP DRIVES,NA,AIMABLE
HS,2520150600,AIRCRAFT FLAPS OR FLAP DRIVES,NA,AIMABLE
HS,25191504,AIRCRAFT FLIGHT SIMULATORS OR TRAINERS,NA,AIMABLE
HS,2519150400,AIRCRAFT FLIGHT SIMULATORS OR TRAINERS,NA,AIMABLE
HS,25202402,AIRCRAFT FUEL DROP TANKS,NA,AIMABLE
HS,2520240200,AIRCRAFT FUEL DROP TANKS,NA,AIMABLE
HS,25202405,AIRCRAFT FUEL MANAGEMENT SYSTEMS,NA,AIMABLE
HS,2520240500,AIRCRAFT FUEL MANAGEMENT SYSTEMS,NA,AIMABLE
HS,25202400,AIRCRAFT FUEL TANKS AND SYSTEMS,NA,AIMABLE
HS,25201517,AIRCRAFT FURNISHINGS,NA,AIMABLE
HS,2520151700,AIRCRAFT FURNISHINGS,NA,AIMABLE
HS,25201500,AIRCRAFT FUSELAGE AND COMPONENTS,NA,AIMABLE
HS,25201707,AIRCRAFT GYROS,NA,AIMABLE
HS,2520170700,AIRCRAFT GYROS,NA,AIMABLE
HS,25202302,AIRCRAFT HARNESS RESTRAINTS,NA,AIMABLE
HS,2520230200,AIRCRAFT HARNESS RESTRAINTS,NA,AIMABLE
HS,25202605,AIRCRAFT HEAT EXCHANGERS,NA,AIMABLE
HS,2520260500,AIRCRAFT HEAT EXCHANGERS,NA,AIMABLE
HS,25201503,AIRCRAFT HORIZONTAL STABILIZERS,NA,AIMABLE
HS,2520150300,AIRCRAFT HORIZONTAL STABILIZERS,NA,AIMABLE
HS,25202501,AIRCRAFT HYDRAULIC SYSTEMS,NA,AIMABLE
HS,2520250100,AIRCRAFT HYDRAULIC SYSTEMS,NA,AIMABLE
HS,25202401,AIRCRAFT INTERNAL FUEL TANKS,NA,AIMABLE
HS,2520240100,AIRCRAFT INTERNAL FUEL TANKS,NA,AIMABLE
HS,25202200,AIRCRAFT LANDING AND BRAKING SYSTEMS,NA,AIMABLE
HS,25202301,AIRCRAFT LAPBELTS,NA,AIMABLE
